symbol	phylostratum	taxon_name
SLC22A12	4	Eukaryota
RPS6KC1	6	Eumetazoa
NODAL	6	Eumetazoa
TP53RK	2	Euk_Archaea
PIGS	4	Eukaryota
TESK2	3	Euk+Bac
WRNIP1	3	Euk+Bac
RANBP9	4	Eukaryota
CSRNP1	6	Eumetazoa
CLCC1	6	Eumetazoa
RASL10B	6	Eumetazoa
UBL7	6	Eumetazoa
HAPLN3	7	Vertebrata
LYSMD1	6	Eumetazoa
CCNL2	4	Eukaryota
CAMK2N2	7	Vertebrata
PEBP4	4	Eukaryota
MYADM	7	Vertebrata
PLEKHF1	4	Eukaryota
SERINC2	4	Eukaryota
PPP1R9B	6	Eumetazoa
SRPK1	4	Eukaryota
SMC6	4	Eukaryota
DMRTA2	6	Eumetazoa
DCLRE1C	4	Eukaryota
ABHD1	3	Euk+Bac
ZNF347	8	Mammalia
CCT8L2	2	Euk_Archaea
TBX15	6	Eumetazoa
KCTD15	6	Eumetazoa
STRBP	6	Eumetazoa
TSPAN18	6	Eumetazoa
TMEM209	4	Eukaryota
ZNF607	5	Opisthokonta
SLC49A4	1	Cellular_organisms
GPX7	4	Eukaryota
FIZ1	6	Eumetazoa
CPXM1	7	Vertebrata
ORAI2	6	Eumetazoa
CDK5RAP2	6	Eumetazoa
ZNF587	5	Opisthokonta
ATOH8	6	Eumetazoa
CYP2S1	8	Mammalia
ZNF382	5	Opisthokonta
IWS1	3	Euk+Bac
SIN3A	4	Eukaryota
CEP89	6	Eumetazoa
OSBPL9	4	Eukaryota
CRBN	4	Eukaryota
INTS14	6	Eumetazoa
ZSCAN10	8	Mammalia
ADO	4	Eukaryota
CDK5RAP1	3	Euk+Bac
MAP7D2	7	Vertebrata
SECISBP2	4	Eukaryota
RSF1	6	Eumetazoa
ZIC5	6	Eumetazoa
RBM15	6	Eumetazoa
PPP1R16B	5	Opisthokonta
RUFY1	7	Vertebrata
IMMP2L	4	Eukaryota
MBOAT4	7	Vertebrata
KCNK17	7	Vertebrata
KCNK16	7	Vertebrata
SPEN	6	Eumetazoa
CDRT15	8	Mammalia
PNKP	4	Eukaryota
NMNAT3	4	Eukaryota
SETDB2	7	Vertebrata
DSCR8	8	Mammalia
MMS19	4	Eukaryota
SLC9A7	3	Euk+Bac
UHRF1	6	Eumetazoa
GPHA2	6	Eumetazoa
INSM2	6	Eumetazoa
PCDHB18P	6	Eumetazoa
NIBAN2	4	Eukaryota
YME1L1	4	Eukaryota
RMDN3	4	Eukaryota
CSF3R	6	Eumetazoa
HBEGF	7	Vertebrata
TCF12	6	Eumetazoa
MUC4	7	Vertebrata
AMELX	8	Mammalia
AMELY	8	Mammalia
SCN2A	4	Eukaryota
GAD1	1	Cellular_organisms
MYCBP	4	Eukaryota
CYTH2	4	Eukaryota
ACOX2	3	Euk+Bac
TBCB	4	Eukaryota
NELL2	6	Eumetazoa
PSMB7	4	Eukaryota
ATP6V0B	4	Eukaryota
CNN2	4	Eukaryota
LINC01587	8	Mammalia
SEC62	5	Opisthokonta
GML	8	Mammalia
PCYT2	1	Cellular_organisms
PHOX2B	6	Eumetazoa
KRT12	6	Eumetazoa
NAP1L3	4	Eukaryota
CDC5L	4	Eukaryota
PSMD1	4	Eukaryota
NPY6R	7	Vertebrata
NOTCH4	4	Eukaryota
CD180	7	Vertebrata
STAC	7	Vertebrata
SDF2	4	Eukaryota
PFDN5	4	Eukaryota
PAFAH2	4	Eukaryota
DDO	3	Euk+Bac
AGAP2	4	Eukaryota
RNF2	4	Eukaryota
PARK7	1	Cellular_organisms
S1PR3	6	Eumetazoa
GAS2L1	6	Eumetazoa
EYA1	6	Eumetazoa
EYA3	4	Eukaryota
FMO2	3	Euk+Bac
NEU1	3	Euk+Bac
SORT1	4	Eukaryota
H4C7	4	Eukaryota
GPER1	7	Vertebrata
VAT1	6	Eumetazoa
LGMN	4	Eukaryota
PLIN2	6	Eumetazoa
MMP19	4	Eukaryota
DNAJC2	4	Eukaryota
MPHOSPH6	6	Eumetazoa
MPHOSPH8	6	Eumetazoa
MPHOSPH9	6	Eumetazoa
MTERF1	7	Vertebrata
MAP3K14	5	Opisthokonta
NUP88	6	Eumetazoa
PKP4	6	Eumetazoa
PIK3R4	4	Eukaryota
P2RX4	5	Opisthokonta
P2RX7	7	Vertebrata
SERPINI1	1	Cellular_organisms
POP1	4	Eukaryota
TSC22D3	6	Eumetazoa
RIT2	4	Eukaryota
FEV	6	Eumetazoa
MNT	6	Eumetazoa
S100A13	7	Vertebrata
SCAF11	6	Eumetazoa
ZBTB18	6	Eumetazoa
TBX5	6	Eumetazoa
TEAD3	5	Opisthokonta
TIMM17A	4	Eukaryota
TSNAX	4	Eukaryota
ELF4	6	Eumetazoa
NDN	8	Mammalia
SEPHS2	1	Cellular_organisms
KLF6	6	Eumetazoa
EIF3C	4	Eukaryota
TTC1	4	Eukaryota
DNAJC7	4	Eukaryota
CCL13	8	Mammalia
CDCA3	7	Vertebrata
SPSB2	8	Mammalia
C12ORF57	6	Eumetazoa
PHB2	1	Cellular_organisms
SLC38A3	4	Eukaryota
CDX2	6	Eumetazoa
COPS8	4	Eukaryota
PRPF18	4	Eukaryota
RAD9A	4	Eukaryota
PKMYT1	4	Eukaryota
SDHC	4	Eukaryota
EPYC	7	Vertebrata
OSMR	6	Eumetazoa
CHP1	4	Eukaryota
KIF2C	4	Eukaryota
IL12RB2	6	Eumetazoa
RGPD5	6	Eumetazoa
CGREF1	7	Vertebrata
CGRRF1	6	Eumetazoa
ZNF184	8	Mammalia
LPAR4	6	Eumetazoa
GPR20	6	Eumetazoa
GPR21	6	Eumetazoa
GPR22	6	Eumetazoa
MAP3K5	5	Opisthokonta
GFI1	6	Eumetazoa
MGLL	3	Euk+Bac
MEIS3	4	Eukaryota
FEZ1	6	Eumetazoa
PITX2	6	Eumetazoa
LYST	6	Eumetazoa
ATXN2	4	Eukaryota
DOK1	6	Eumetazoa
MCHR1	6	Eumetazoa
MTR	3	Euk+Bac
RBBP8	4	Eukaryota
KCNJ15	3	Euk+Bac
HSD17B10	3	Euk+Bac
COL12A1	7	Vertebrata
SMAD5	6	Eumetazoa
SEPTIN5	5	Opisthokonta
SIGMAR1	4	Eukaryota
SLC30A3	1	Cellular_organisms
TIMP4	6	Eumetazoa
BARD1	4	Eukaryota
HNRNPAB	4	Eukaryota
CCL19	7	Vertebrata
LITAF	4	Eukaryota
NAP1L4	4	Eukaryota
MGST2	3	Euk+Bac
CDC6	4	Eukaryota
NPAS1	6	Eumetazoa
NPAS2	6	Eumetazoa
NAPG	4	Eukaryota
NRTN	7	Vertebrata
MDFI	7	Vertebrata
PIP5K1A	4	Eukaryota
TXN2	1	Cellular_organisms
ABCA3	4	Eukaryota
MAP3K3	4	Eukaryota
DMAC2L	6	Eumetazoa
APBA2	6	Eumetazoa
OLFM1	6	Eumetazoa
CMKLR1	6	Eumetazoa
GPA33	6	Eumetazoa
MIPEP	4	Eukaryota
ACO2	1	Cellular_organisms
NKX3-1	7	Vertebrata
TM9SF2	4	Eukaryota
COQ7	4	Eukaryota
SLC29A1	4	Eukaryota
PRRX2	6	Eumetazoa
EPAS1	6	Eumetazoa
TSG101	4	Eukaryota
ARHGDIG	4	Eukaryota
CIB1	4	Eukaryota
CPNE1	4	Eukaryota
CCT7	2	Euk_Archaea
SMO	6	Eumetazoa
MYD88	6	Eumetazoa
EBNA1BP2	4	Eukaryota
FOXB1	6	Eumetazoa
ARID3A	6	Eumetazoa
SPIN2A	7	Vertebrata
HAUS7	6	Eumetazoa
PRMT1	4	Eukaryota
H2BC15	4	Eukaryota
H2AC14	4	Eukaryota
H2BC14	4	Eukaryota
H2BC13	4	Eukaryota
SLC6A7	7	Vertebrata
CTRC	6	Eumetazoa
SSX3	8	Mammalia
GABRG3	5	Opisthokonta
ASCL2	6	Eumetazoa
SPAG8	8	Mammalia
BAG1	5	Opisthokonta
OPRPN	8	Mammalia
ATF6B	6	Eumetazoa
RNF5	4	Eukaryota
AGPAT1	3	Euk+Bac
PRRT1	6	Eumetazoa
PTPN18	4	Eukaryota
SMR3A	8	Mammalia
DUSP9	4	Eukaryota
FOXC2	5	Opisthokonta
PKP2	7	Vertebrata
SH3GL1	4	Eukaryota
SH3GL2	7	Vertebrata
SH3GL3	4	Eukaryota
ADAM2	8	Mammalia
CITED1	7	Vertebrata
CITED2	7	Vertebrata
RARRES2	7	Vertebrata
MYOC	6	Eumetazoa
TEP1	3	Euk+Bac
OMD	3	Euk+Bac
SEMA3C	7	Vertebrata
VRK1	6	Eumetazoa
GDF15	7	Vertebrata
VGLL1	7	Vertebrata
AKAP9	4	Eukaryota
GAL3ST1	5	Opisthokonta
DPYSL5	3	Euk+Bac
B9D2	4	Eukaryota
P2RY13	6	Eumetazoa
APOL4	8	Mammalia
RASL11B	4	Eukaryota
NIPSNAP1	4	Eukaryota
DHRS9	3	Euk+Bac
HSD17B14	3	Euk+Bac
NCAPG	4	Eukaryota
ARPC5L	4	Eukaryota
MICU1	4	Eukaryota
C7ORF25	4	Eukaryota
FAM118B	7	Vertebrata
HOPX	7	Vertebrata
SPIN2B	7	Vertebrata
PAIP2	6	Eumetazoa
MAPKAP1	5	Opisthokonta
RBM4B	4	Eukaryota
RETNLB	8	Mammalia
KCTD14	6	Eumetazoa
NABP2	4	Eukaryota
SPOCK3	6	Eumetazoa
ZFYVE21	6	Eumetazoa
KCNS3	7	Vertebrata
DDX50	3	Euk+Bac
MRPL34	5	Opisthokonta
SMIM7	6	Eumetazoa
TREX2	6	Eumetazoa
PDCD1LG2	6	Eumetazoa
ELAC2	4	Eukaryota
TRIR	6	Eumetazoa
USB1	4	Eukaryota
KRTAP4-12	4	Eukaryota
GRWD1	4	Eukaryota
MACROD1	1	Cellular_organisms
TCF25	4	Eukaryota
CMSS1	4	Eukaryota
SLX1A	4	Eukaryota
TBL1Y	3	Euk+Bac
FAM110A	6	Eumetazoa
KLHDC3	4	Eukaryota
ECSIT	5	Opisthokonta
WDR77	6	Eumetazoa
HINFP	6	Eumetazoa
CYBC1	6	Eumetazoa
SOST	6	Eumetazoa
VKORC1	4	Eukaryota
DPH2	2	Euk_Archaea
MRPL57	6	Eumetazoa
PMCHL2	8	Mammalia
KXD1	4	Eukaryota
ANTKMT	1	Cellular_organisms
TUBA1C	4	Eukaryota
SELENOS	5	Opisthokonta
APOL2	8	Mammalia
LBHD1	8	Mammalia
BCL7B	6	Eumetazoa
SENP7	4	Eukaryota
MYBBP1A	4	Eukaryota
SYT3	7	Vertebrata
NUDT12	1	Cellular_organisms
AIF1L	4	Eukaryota
EIF2AK1	4	Eukaryota
CCDC3	7	Vertebrata
SGIP1	7	Vertebrata
SLF1	8	Mammalia
PSD2	5	Opisthokonta
NRIP2	7	Vertebrata
TMEM47	6	Eumetazoa
LPIN3	4	Eukaryota
FERMT1	6	Eumetazoa
C20ORF144	8	Mammalia
FAM83C	7	Vertebrata
MGME1	6	Eumetazoa
BPIFA3	8	Mammalia
GORASP1	4	Eukaryota
RTP3	6	Eumetazoa
PRSS27	6	Eumetazoa
SYT15	6	Eumetazoa
HSPB9	8	Mammalia
HEPH	5	Opisthokonta
FYCO1	6	Eumetazoa
SLC25A21	4	Eukaryota
CLSTN3	6	Eumetazoa
EBF4	6	Eumetazoa
RHOXF2	8	Mammalia
WFDC6	8	Mammalia
DBNDD2	8	Mammalia
SULT4A1	7	Vertebrata
NEURL2	6	Eumetazoa
SPATA25	8	Mammalia
ZSWIM1	7	Vertebrata
OCSTAMP	7	Vertebrata
JPH2	6	Eumetazoa
SCP2D1-AS1	8	Mammalia
ACBD6	4	Eukaryota
CORO1B	4	Eukaryota
CCDC77	5	Opisthokonta
ZNF559	8	Mammalia
NAA38	4	Eukaryota
TXNDC17	4	Eukaryota
PLCD4	4	Eukaryota
BUD13	4	Eukaryota
CPPED1	3	Euk+Bac
VPS25	4	Eukaryota
SH2D3A	6	Eumetazoa
ZNF251	5	Opisthokonta
SLC30A2	1	Cellular_organisms
MRPL45	6	Eumetazoa
CHLSN	4	Eukaryota
NUDT16L1	6	Eumetazoa
MESP1	6	Eumetazoa
REEP2	4	Eukaryota
MXRA8	7	Vertebrata
LZTS2	6	Eumetazoa
SDF4	6	Eumetazoa
SRSF8	4	Eukaryota
SEC22C	4	Eukaryota
TM2D3	4	Eukaryota
OVOL2	5	Opisthokonta
PDCD2L	4	Eukaryota
PAAF1	4	Eukaryota
FDXACB1	4	Eukaryota
PYM1	4	Eukaryota
PYGO2	6	Eumetazoa
NUDT22	4	Eukaryota
CFAP300	4	Eukaryota
ORAI3	6	Eumetazoa
CHCHD6	7	Vertebrata
AIFM2	3	Euk+Bac
ZKSCAN3	5	Opisthokonta
PGAP4	6	Eumetazoa
ADPGK	4	Eukaryota
GPATCH1	4	Eukaryota
ARHGAP9	7	Vertebrata
RIOK1	1	Cellular_organisms
LARP6	6	Eumetazoa
UQCC2	6	Eumetazoa
MIEN1	6	Eumetazoa
LLPH	6	Eumetazoa
ZNG1A	1	Cellular_organisms
GINS4	4	Eukaryota
TCEAL7	8	Mammalia
UTP23	4	Eukaryota
SLC50A1	4	Eukaryota
SIKE1	5	Opisthokonta
PELO	2	Euk_Archaea
GINS3	4	Eukaryota
PRXL2A	4	Eukaryota
WDR83	1	Cellular_organisms
SLC39A3	4	Eukaryota
TRIM56	8	Mammalia
CENPK	6	Eumetazoa
ANAPC13	6	Eumetazoa
ERP44	5	Opisthokonta
ZNF649	5	Opisthokonta
ZNF670	8	Mammalia
LXN	7	Vertebrata
ZPBP	7	Vertebrata
SLC35A5	6	Eumetazoa
NIPSNAP3B	8	Mammalia
TTYH2	6	Eumetazoa
TMEM175	6	Eumetazoa
ATG101	4	Eukaryota
NOL10	4	Eukaryota
RHNO1	7	Vertebrata
NTPCR	1	Cellular_organisms
TMEM79	7	Vertebrata
HERPUD2	6	Eumetazoa
AGMAT	1	Cellular_organisms
AKAP19	8	Mammalia
TIMM29	5	Opisthokonta
BTBD10	5	Opisthokonta
PRADC1	6	Eumetazoa
ZNF2	5	Opisthokonta
RTBDN	8	Mammalia
NICN1	6	Eumetazoa
TACO1	3	Euk+Bac
HDHD3	3	Euk+Bac
TINF2	7	Vertebrata
TRIM51	8	Mammalia
TUBGCP2	4	Eukaryota
MTNAP1	8	Mammalia
PIMREG	7	Vertebrata
ESYT1	7	Vertebrata
MARVELD1	7	Vertebrata
ZNF577	5	Opisthokonta
SLC25A33	4	Eukaryota
FEM1A	4	Eukaryota
UBAC1	6	Eumetazoa
PCGF1	4	Eukaryota
TMEM204	7	Vertebrata
CCM2	6	Eumetazoa
YIPF4	6	Eumetazoa
RTKN	6	Eumetazoa
PHAF1	4	Eukaryota
NAA11	1	Cellular_organisms
TSEN34	5	Opisthokonta
CRACR2A	6	Eumetazoa
SYT17	6	Eumetazoa
CHCHD5	6	Eumetazoa
DESI2	4	Eukaryota
FUZ	5	Opisthokonta
CNPY3	6	Eumetazoa
MTG1	3	Euk+Bac
ALG1	4	Eukaryota
LIMD2	4	Eukaryota
HAUS8	7	Vertebrata
ALKBH7	4	Eukaryota
INPP5K	4	Eukaryota
POLR3GL	6	Eumetazoa
THAP7	7	Vertebrata
SPX	7	Vertebrata
NDFIP1	6	Eumetazoa
PSMG3	4	Eukaryota
UPK3B	8	Mammalia
COPS4	4	Eukaryota
SOX7	6	Eumetazoa
SYT11	4	Eukaryota
TCHP	4	Eukaryota
FAM167B	6	Eumetazoa
WAC	6	Eumetazoa
DIDO1	5	Opisthokonta
MTA3	6	Eumetazoa
SHANK2-AS3	8	Mammalia
TMEM121	7	Vertebrata
RBM42	4	Eukaryota
NAT9	4	Eukaryota
DCTN5	4	Eukaryota
MCMBP	4	Eukaryota
AARSD1	1	Cellular_organisms
DCUN1D5	4	Eukaryota
THUMPD2	7	Vertebrata
PAGR1	6	Eumetazoa
RAMAC	8	Mammalia
IER2	7	Vertebrata
H2AJ	4	Eukaryota
URM1	4	Eukaryota
LRFN3	5	Opisthokonta
ZBED2	8	Mammalia
FAAP24	6	Eumetazoa
ANP32E	4	Eukaryota
MED10	4	Eukaryota
LRRC1	3	Euk+Bac
PI4K2A	5	Opisthokonta
TMEM43	6	Eumetazoa
FSD1	6	Eumetazoa
DPH7	4	Eukaryota
CABLES2	4	Eukaryota
TBCD	4	Eukaryota
NDC1	6	Eumetazoa
TMEM208	4	Eukaryota
TTPAL	4	Eukaryota
FUCA2	1	Cellular_organisms
HGH1	4	Eukaryota
DHRS4	3	Euk+Bac
THTPA	6	Eumetazoa
ZNF692	7	Vertebrata
CPLANE2	6	Eumetazoa
LMF2	3	Euk+Bac
CHRDL1	6	Eumetazoa
NDUFAF3	4	Eukaryota
CENPO	6	Eumetazoa
PRR15L	7	Vertebrata
TRMO	1	Cellular_organisms
MMTAG2	4	Eukaryota
TMEM243	5	Opisthokonta
DOHH	4	Eukaryota
SPINDOC	8	Mammalia
MYL10	4	Eukaryota
ADAT1	4	Eukaryota
MKNK1	4	Eukaryota
TMEM70	6	Eumetazoa
SPON2	6	Eumetazoa
MED18	4	Eukaryota
ISCA1	3	Euk+Bac
TUBB6	4	Eukaryota
CRB3	7	Vertebrata
ZSCAN5A	5	Opisthokonta
PAXX	6	Eumetazoa
BEGAIN	7	Vertebrata
POLR3C	4	Eukaryota
ABHD14A	1	Cellular_organisms
HNRNPUL1	6	Eumetazoa
CHCHD7	6	Eumetazoa
MSTO1	4	Eukaryota
PHF23	6	Eumetazoa
PDCD10	5	Opisthokonta
RPP25	4	Eukaryota
G6PC3	6	Eumetazoa
MENT	8	Mammalia
CCDC28B	6	Eumetazoa
DERL1	4	Eukaryota
EFHD1	4	Eukaryota
HTATIP2	3	Euk+Bac
DDX23	3	Euk+Bac
WRAP53	4	Eukaryota
APOO	7	Vertebrata
BDH2	3	Euk+Bac
MCRIP2	6	Eumetazoa
METTL22	4	Eukaryota
RSRP1	7	Vertebrata
RAB5IF	4	Eukaryota
BBLN	7	Vertebrata
CHAC1	3	Euk+Bac
ZNF426	8	Mammalia
EFCAB11	6	Eumetazoa
TRAF4	6	Eumetazoa
ALG12	4	Eukaryota
C1ORF50	5	Opisthokonta
MRI1	1	Cellular_organisms
ABHD6	3	Euk+Bac
CCDC32	6	Eumetazoa
SLC25A23	4	Eukaryota
MLPH	7	Vertebrata
WDR18	4	Eukaryota
VAMP8	6	Eumetazoa
THUMPD3	1	Cellular_organisms
DUSP26	4	Eukaryota
ADI1	3	Euk+Bac
RNF126	4	Eukaryota
CEP250	3	Euk+Bac
MECR	3	Euk+Bac
EMC6	4	Eukaryota
NTMT1	4	Eukaryota
CNPPD1	6	Eumetazoa
SNRNP25	4	Eukaryota
EDEM2	4	Eukaryota
ZNF747	8	Mammalia
LRRC61	6	Eumetazoa
KATNB1	3	Euk+Bac
TUBB2B	4	Eukaryota
FICD	1	Cellular_organisms
DSCC1	4	Eukaryota
MLST8	4	Eukaryota
C2ORF49	7	Vertebrata
TMEM109	8	Mammalia
TRIM62	7	Vertebrata
PBDC1	4	Eukaryota
KIFC3	4	Eukaryota
PTDSS2	4	Eukaryota
ST6GALNAC5	6	Eumetazoa
PHF20	6	Eumetazoa
NOC4L	4	Eukaryota
UTP14A	4	Eukaryota
DUSP23	3	Euk+Bac
ALG8	4	Eukaryota
TMED9	4	Eukaryota
TMEM147	4	Eukaryota
NUP58	6	Eumetazoa
SELENOO	3	Euk+Bac
DPCD	4	Eukaryota
GGACT	1	Cellular_organisms
RUSC1	8	Mammalia
GNL3	4	Eukaryota
AFG2B	3	Euk+Bac
RIOK2	2	Euk_Archaea
TRMT61B	1	Cellular_organisms
TMUB1	6	Eumetazoa
FNDC11	7	Vertebrata
KIAA0586	7	Vertebrata
TIMM21	4	Eukaryota
FAM174C	7	Vertebrata
TIPIN	4	Eukaryota
SMIM2	8	Mammalia
TMEM106C	6	Eumetazoa
SARG	7	Vertebrata
MXD3	6	Eumetazoa
KIFC1	4	Eukaryota
NUP85	4	Eukaryota
TPPP3	4	Eukaryota
ELOVL1	4	Eukaryota
DDA1	6	Eumetazoa
KATNAL1	2	Euk_Archaea
CINP	6	Eumetazoa
HIRIP3	5	Opisthokonta
HIGD2A	4	Eukaryota
IFT27	4	Eukaryota
YJU2	4	Eukaryota
NUDT9	5	Opisthokonta
TARS2	1	Cellular_organisms
CCDC106	7	Vertebrata
ACAT2	1	Cellular_organisms
RTL8A	8	Mammalia
REPIN1	5	Opisthokonta
TRAIP	4	Eukaryota
RBM4	4	Eukaryota
SSBP4	6	Eumetazoa
SCNM1	6	Eumetazoa
FUNDC2	6	Eumetazoa
RPAP1	4	Eukaryota
RHPN1-AS1	8	Mammalia
SF3B5	4	Eukaryota
CYREN	8	Mammalia
LTAP1	6	Eumetazoa
ZNF416	5	Opisthokonta
SFXN3	4	Eukaryota
PRR14	6	Eumetazoa
COLEC11	6	Eumetazoa
YIPF2	4	Eukaryota
FAIM2	3	Euk+Bac
CHID1	3	Euk+Bac
CDCA7	4	Eukaryota
PAPOLG	4	Eukaryota
MND1	4	Eukaryota
CARD10	8	Mammalia
SLC4A1AP	4	Eukaryota
CDK19	4	Eukaryota
BOC	6	Eumetazoa
SPATA9	8	Mammalia
CDADC1	6	Eumetazoa
TTLL2	4	Eukaryota
SSBP3	6	Eumetazoa
SCRT1	6	Eumetazoa
APOL6	7	Vertebrata
APOL5	8	Mammalia
PHF7	6	Eumetazoa
GATA5	7	Vertebrata
GTPBP2	1	Cellular_organisms
SYCP2	6	Eumetazoa
LSM14B	4	Eukaryota
RBM24	3	Euk+Bac
GGTLC1	3	Euk+Bac
TAPBPL	6	Eumetazoa
BRIP1	1	Cellular_organisms
SORBS1	6	Eumetazoa
JAM3	6	Eumetazoa
HINT2	3	Euk+Bac
CARD6	8	Mammalia
BTBD2	4	Eukaryota
TM2D2	4	Eukaryota
TM2D1	3	Euk+Bac
STRA6	5	Opisthokonta
ZNF471	8	Mammalia
TRPM6	5	Opisthokonta
PLA2G12B	6	Eumetazoa
SGPP1	6	Eumetazoa
PLVAP	7	Vertebrata
SUCNR1	7	Vertebrata
TSSK6	4	Eukaryota
TSSK1B	4	Eukaryota
SALL3	6	Eumetazoa
LGR4	7	Vertebrata
OSBPL11	6	Eumetazoa
OSBPL10	6	Eumetazoa
SPATA16	7	Vertebrata
HCAR1	6	Eumetazoa
GPR174	7	Vertebrata
BBS2	4	Eukaryota
NPL	1	Cellular_organisms
VN1R3	7	Vertebrata
CECR2	6	Eumetazoa
RAB11FIP5	6	Eumetazoa
TEKT3	4	Eukaryota
SPZ1	8	Mammalia
BBC3	8	Mammalia
SLC25A2	4	Eukaryota
NT5C1A	6	Eumetazoa
TBC1D10A	4	Eukaryota
C1QTNF6	7	Vertebrata
C1QTNF5	7	Vertebrata
C1QTNF1	6	Eumetazoa
C1QTNF7	7	Vertebrata
C1QTNF4	7	Vertebrata
C1QTNF3	6	Eumetazoa
C1QTNF2	7	Vertebrata
AMN	6	Eumetazoa
TMEM120A	4	Eukaryota
NAA15	4	Eukaryota
KLF16	8	Mammalia
BCL2L13	7	Vertebrata
HEMGN	8	Mammalia
CARD14	7	Vertebrata
CARD11	6	Eumetazoa
CDCA4	7	Vertebrata
PRX	4	Eukaryota
PINK1	6	Eumetazoa
FSD1L	6	Eumetazoa
ASPN	4	Eukaryota
CLEC7A	8	Mammalia
SLC12A9	2	Euk_Archaea
SRRT	4	Eukaryota
PAPPA2	6	Eumetazoa
TMEM121B	6	Eumetazoa
QTRT1	1	Cellular_organisms
TLR10	6	Eumetazoa
CFHR5	7	Vertebrata
COL25A1	7	Vertebrata
IDI2	1	Cellular_organisms
TMEM59	6	Eumetazoa
AP1M1	4	Eukaryota
NUSAP1	6	Eumetazoa
SLC26A6	1	Cellular_organisms
CACNG6	7	Vertebrata
TDRD1	6	Eumetazoa
TEX15	8	Mammalia
MOV10L1	4	Eukaryota
RNF17	6	Eumetazoa
TEX12	8	Mammalia
STK31	6	Eumetazoa
TEX13B	8	Mammalia
TEX13A	8	Mammalia
USP26	8	Mammalia
FTHL17	1	Cellular_organisms
CALN1	7	Vertebrata
GON7	8	Mammalia
SNHG12	8	Mammalia
MAP1LC3C	6	Eumetazoa
OSBPL1A	4	Eukaryota
HDHD5	4	Eukaryota
FANCD2	4	Eukaryota
EMILIN2	7	Vertebrata
ANKRD30B	8	Mammalia
ANKRD30A	4	Eukaryota
MAK16	4	Eukaryota
RSPO3	7	Vertebrata
CAPS2	4	Eukaryota
BEX2	8	Mammalia
SLC4A5	7	Vertebrata
EBPL	4	Eukaryota
SLC46A2	7	Vertebrata
PACSIN1	4	Eukaryota
SCAPER	4	Eukaryota
TEX101	8	Mammalia
ADGRE3	5	Opisthokonta
MS4A8	8	Mammalia
GPR87	6	Eumetazoa
DGCR6L	6	Eumetazoa
ZNF717	6	Eumetazoa
ITPA	1	Cellular_organisms
HDAC8	1	Cellular_organisms
RTF2	4	Eukaryota
CHMP4A	4	Eukaryota
EIF2A	4	Eukaryota
PECR	1	Cellular_organisms
SEC11C	1	Cellular_organisms
GABARAPL3	4	Eukaryota
UGT2B28	6	Eumetazoa
KDM5D	4	Eukaryota
CADM1	6	Eumetazoa
LRRC3	6	Eumetazoa
ANGPTL4	6	Eumetazoa
POLDIP3	6	Eumetazoa
RNF26	6	Eumetazoa
MFRP	7	Vertebrata
DUSP16	4	Eukaryota
KIAA1671	8	Mammalia
SHANK3	5	Opisthokonta
GNB1L	4	Eukaryota
OXCT2	1	Cellular_organisms
FUT8	5	Opisthokonta
MRPL32	6	Eumetazoa
MRPL20	3	Euk+Bac
MRPL13	3	Euk+Bac
MRPL9	3	Euk+Bac
MRPL4	3	Euk+Bac
CNFN	4	Eukaryota
MRPL1	6	Eumetazoa
ACTRT3	4	Eukaryota
HES7	7	Vertebrata
TMPRSS13	7	Vertebrata
LCE3D	8	Mammalia
SPRR2G	8	Mammalia
PCGF6	4	Eukaryota
CDHR2	7	Vertebrata
ACE2	3	Euk+Bac
B3GNT5	7	Vertebrata
NIFK	4	Eukaryota
PARD6G	6	Eumetazoa
PARD6B	6	Eumetazoa
MRO	8	Mammalia
GSDMC	7	Vertebrata
SEZ6L	6	Eumetazoa
NFKBIZ	7	Vertebrata
HYCC1	6	Eumetazoa
FGFBP2	7	Vertebrata
ALOXE3	3	Euk+Bac
TRIM34	8	Mammalia
YTHDF1	4	Eukaryota
HELZ2	6	Eumetazoa
SAMD10	6	Eumetazoa
RBCK1	6	Eumetazoa
SRXN1	4	Eukaryota
ZNF341	5	Opisthokonta
MRPS26	6	Eumetazoa
WNK3	4	Eukaryota
KRTAP17-1	6	Eumetazoa
KRTAP9-9	7	Vertebrata
KRTAP9-8	8	Mammalia
KRTAP9-4	8	Mammalia
KRTAP9-3	8	Mammalia
KRTAP9-2	8	Mammalia
KRTAP4-11	8	Mammalia
KRTAP4-1	8	Mammalia
KRTAP4-9	8	Mammalia
KRTAP4-7	8	Mammalia
KRTAP4-5	8	Mammalia
KRTAP4-4	4	Eukaryota
KRTAP4-3	8	Mammalia
KRTAP4-2	8	Mammalia
KRTAP3-3	8	Mammalia
KRTAP3-2	8	Mammalia
KRTAP3-1	8	Mammalia
KRTAP1-5	8	Mammalia
LRRC2	7	Vertebrata
SLC17A9	1	Cellular_organisms
STK33	3	Euk+Bac
KRTAP2-2	8	Mammalia
NLN	3	Euk+Bac
ANO3	4	Eukaryota
PBX4	4	Eukaryota
AGXT2	3	Euk+Bac
TRIM54	4	Eukaryota
TRIM55	7	Vertebrata
BCO2	3	Euk+Bac
CEP41	4	Eukaryota
BACH2	6	Eumetazoa
SLC2A11	3	Euk+Bac
SETD2	4	Eukaryota
DEFB126	8	Mammalia
TBC1D2	5	Opisthokonta
IFIH1	3	Euk+Bac
